price,c_by_hour,load_forecast_da,off_wind_da,on_wind_da,solar_da,gen_forecast_da,res_sum_da,date,year,month,day,weekday,hour,dayofyear,is_holiday,day_type
28.32,4,43647.545,5068.9,18879.79,0.0,51070.88,23948.69,2019-01-01,2019,1,1,1,0,1,1,holiday
10.07,4,41692.565,5042.4425,20626.5625,0.0,51084.26,25669.005,2019-01-01,2019,1,1,1,1,1,1,holiday
-4.08,4,40587.2325,5028.4175,22355.685,0.0,51512.67,27384.1025,2019-01-01,2019,1,1,1,2,1,1,holiday
-9.91,4,40308.25,4977.65,24032.4775,0.0,52693.45,29010.1275,2019-01-01,2019,1,1,1,3,1,1,holiday
-7.41,4,40659.575,4907.4,25452.1675,0.0,53666.46,30359.5675,2019-01-01,2019,1,1,1,4,1,1,holiday
-12.55,4,40947.73,4882.84,26526.37,0.0,54161.85,31409.21,2019-01-01,2019,1,1,1,5,1,1,holiday
-17.25,4,40825.205,4876.2775,28058.845,0.0,55107.27,32935.1225,2019-01-01,2019,1,1,1,6,1,1,holiday
-15.07,4,43143.74,4893.255,28845.0575,0.0,56390.02,33738.3125,2019-01-01,2019,1,1,1,7,1,1,holiday
-4.93,4,46266.12,4907.797500000001,29266.725,79.29249999999999,57934.11,34253.815,2019-01-01,2019,1,1,1,8,1,1,holiday
-6.33,4,49197.145,4922.595,29853.9475,655.275,60219.25,35431.8175,2019-01-01,2019,1,1,1,9,1,1,holiday
-4.93,4,51268.87,4923.3375,30461.74,1460.66,63668.58,36845.7375,2019-01-01,2019,1,1,1,10,1,1,holiday
0.45,4,53556.7,4886.8375,31070.6425,2027.44,65975.78,37984.920000000006,2019-01-01,2019,1,1,1,11,1,1,holiday
0.12,4,53355.92,4581.2875,31634.2675,2212.4375,65958.71,38427.9925,2019-01-01,2019,1,1,1,12,1,1,holiday
-0.02,4,51180.84,4416.9575,32343.8575,1915.8575,64932.05,38676.6725,2019-01-01,2019,1,1,1,13,1,1,holiday
0.0,4,49721.905,4386.9425,33018.3825,1183.985,63009.13,38589.31,2019-01-01,2019,1,1,1,14,1,1,holiday
-0.03,4,49646.235,4388.6900000000005,33692.6175,367.2525,63610.71,38448.560000000005,2019-01-01,2019,1,1,1,15,1,1,holiday
1.97,4,51301.3825,4334.6125,34378.2275,19.4575,66096.25,38732.2975,2019-01-01,2019,1,1,1,16,1,1,holiday
9.06,4,54333.5825,4224.7175,35065.95,0.0,68475.2,39290.6675,2019-01-01,2019,1,1,1,17,1,1,holiday
0.07,4,55255.22,4086.325,35777.5025,0.0,68456.28,39863.8275,2019-01-01,2019,1,1,1,18,1,1,holiday
-4.97,4,53902.0325,4010.43,36267.802500000005,0.0,67546.05,40278.232500000006,2019-01-01,2019,1,1,1,19,1,1,holiday
-6.98,4,51325.4175,3924.77,36429.7625,0.0,65640.98,40354.5325,2019-01-01,2019,1,1,1,20,1,1,holiday
-24.93,4,49738.6375,3859.35,36564.7725,0.0,64265.15,40424.1225,2019-01-01,2019,1,1,1,21,1,1,holiday
-4.87,4,48972.2,3921.6925,35906.5725,0.0,63529.07,39828.265,2019-01-01,2019,1,1,1,22,1,1,holiday
-4.87,4,45785.5575,4000.755,35527.0625,0.0,61725.1,39527.8175,2019-01-01,2019,1,1,1,23,1,1,holiday
-33.57,4,42885.6225,4185.6325,34192.0275,0.0,58567.44,38377.66,2019-01-02,2019,1,2,2,0,2,0,weekday
-45.92,4,41594.635,4289.51,33957.06,0.0,57089.48,38246.57,2019-01-02,2019,1,2,2,1,2,0,weekday
-48.29,4,40825.745,4408.165,33658.71,0.0,57091.75,38066.875,2019-01-02,2019,1,2,2,2,2,0,weekday
-44.99,4,41168.9,4563.717500000001,33062.1975,0.0,56913.22,37625.915,2019-01-02,2019,1,2,2,3,2,0,weekday
-48.93,4,42667.4275,4710.665,32396.61,0.0,56841.79,37107.275,2019-01-02,2019,1,2,2,4,2,0,weekday
-29.91,4,46091.08,4821.8025,31750.4275,0.0,58990.44,36572.23,2019-01-02,2019,1,2,2,5,2,0,weekday
-0.01,4,53503.375,4880.344999999999,31599.2275,0.0,64225.01,36479.5725,2019-01-02,2019,1,2,2,6,2,0,weekday
37.43,4,58898.03,4884.7975,30650.755,0.0,69519.54,35535.5525,2019-01-02,2019,1,2,2,7,2,0,weekday
48.06,4,61114.885,4868.530000000001,29324.6625,139.285,72366.76,34332.4775,2019-01-02,2019,1,2,2,8,2,0,weekday
50.74,4,61472.015,4876.75,28210.36,1499.77,73554.13,34586.88,2019-01-02,2019,1,2,2,9,2,0,weekday
47.57,4,62761.97,4824.8225,27793.6625,3934.0775,74534.04,36552.5625,2019-01-02,2019,1,2,2,10,2,0,weekday
43.94,4,63819.3125,4751.3225,27971.78,5855.995,75630.65,38579.0975,2019-01-02,2019,1,2,2,11,2,0,weekday
40.97,4,63670.015,4315.8,27712.845,6487.3725,75396.46,38516.0175,2019-01-02,2019,1,2,2,12,2,0,weekday
44.95,4,63051.015,3958.8625,26844.775,5686.9975,74298.97,36490.635,2019-01-02,2019,1,2,2,13,2,0,weekday
49.64,4,61623.1775,3716.9075,24909.9925,3676.6325,71213.27,32303.5325,2019-01-02,2019,1,2,2,14,2,0,weekday
53.67,4,61356.45,3534.96,22280.980000000003,1241.715,67737.54,27057.655,2019-01-02,2019,1,2,2,15,2,0,weekday
56.01,4,62306.0625,3448.085,20094.0975,62.765,67834.28,23604.9475,2019-01-02,2019,1,2,2,16,2,0,weekday
56.95,4,63935.177500000005,3428.1075,18632.255,0.0,68012.37,22060.362500000003,2019-01-02,2019,1,2,2,17,2,0,weekday
62.08,4,64053.67,3403.3575,17502.015,0.0,67335.88,20905.3725,2019-01-02,2019,1,2,2,18,2,0,weekday
62.11,4,62885.515,3383.26,16376.25,0.0,66673.49,19759.51,2019-01-02,2019,1,2,2,19,2,0,weekday
57.99,4,58935.57,3384.12,15144.7225,0.0,63556.77,18528.8425,2019-01-02,2019,1,2,2,20,2,0,weekday
55.64,4,56123.5425,3419.3,13989.3,0.0,60105.81,17408.6,2019-01-02,2019,1,2,2,21,2,0,weekday
55.13,4,53416.35,3493.565,12937.4625,0.0,58625.53,16431.0275,2019-01-02,2019,1,2,2,22,2,0,weekday
55.13,4,49070.8475,3607.915,12374.7475,0.0,55707.91,15982.6625,2019-01-02,2019,1,2,2,23,2,0,weekday
42.91,4,48324.7825,3879.7225,11456.585,0.0,54526.69,15336.3075,2019-01-03,2019,1,3,3,0,3,0,weekday
45.22,4,46733.0575,3975.98,11302.0075,0.0,54050.88,15277.9875,2019-01-03,2019,1,3,3,1,3,0,weekday
45.63,4,46078.25,3986.7225,11238.83,0.0,53282.95,15225.5525,2019-01-03,2019,1,3,3,2,3,0,weekday
44.0,4,46281.5825,3993.4125,11383.6275,0.0,52327.27,15377.04,2019-01-03,2019,1,3,3,3,3,0,weekday
43.88,4,47435.9775,4009.3625,11744.7625,0.0,53228.43,15754.125,2019-01-03,2019,1,3,3,4,3,0,weekday
45.92,4,49760.2525,4003.0675,11974.02,0.0,56672.48,15977.0875,2019-01-03,2019,1,3,3,5,3,0,weekday
51.07,4,54041.4675,3978.705,12213.035,0.0,62968.41,16191.74,2019-01-03,2019,1,3,3,6,3,0,weekday
52.77,4,59722.1675,3861.5725,12270.3275,0.0,66352.59,16131.9,2019-01-03,2019,1,3,3,7,3,0,weekday
62.89,4,62597.9675,3699.1175,12114.955,190.2725,70851.7,16004.345,2019-01-03,2019,1,3,3,8,3,0,weekday
60.03,4,63572.9725,3500.34,11845.105,1637.225,70801.23,16982.67,2019-01-03,2019,1,3,3,9,3,0,weekday
58.19,4,63943.9175,3184.3075,11235.23,3618.415,72056.08,18037.9525,2019-01-03,2019,1,3,3,10,3,0,weekday
62.99,4,64768.7525,2841.2225,10379.28,4772.385,72494.32,17992.8875,2019-01-03,2019,1,3,3,11,3,0,weekday
63.52,4,64071.77,2500.4225,9844.72,4914.35,71749.05,17259.4925,2019-01-03,2019,1,3,3,12,3,0,weekday
64.67,4,62892.1725,2208.885,9454.4025,4098.6625,70385.89,15761.95,2019-01-03,2019,1,3,3,13,3,0,weekday
65.24,4,61834.525,2042.2725,8989.955,2531.5175,68104.49,13563.745,2019-01-03,2019,1,3,3,14,3,0,weekday
67.76,4,62247.07,1972.515,8701.880000000001,817.9625,66061.24,11492.3575,2019-01-03,2019,1,3,3,15,3,0,weekday
68.41,4,63761.845,1975.52,8861.9575,42.865,67105.99,10880.3425,2019-01-03,2019,1,3,3,16,3,0,weekday
69.55,4,65797.895,2038.52,9193.2825,0.0,68378.05,11231.8025,2019-01-03,2019,1,3,3,17,3,0,weekday
67.28,4,65682.8025,2114.0875,9417.945,0.0,68673.69,11532.0325,2019-01-03,2019,1,3,3,18,3,0,weekday
69.46,4,63781.265,2152.4025,9372.6825,0.0,68351.82,11525.085,2019-01-03,2019,1,3,3,19,3,0,weekday
68.38,4,60168.19,2194.1025,8936.4375,0.0,66614.75,11130.54,2019-01-03,2019,1,3,3,20,3,0,weekday
61.72,4,57374.075,2233.5425,8366.5,0.0,63717.12,10600.0425,2019-01-03,2019,1,3,3,21,3,0,weekday
53.72,4,54542.8925,2254.2575,7814.7425,0.0,61134.0,10069.0,2019-01-03,2019,1,3,3,22,3,0,weekday
53.72,4,51044.38,2310.49,7573.372499999999,0.0,57127.94,9883.8625,2019-01-03,2019,1,3,3,23,3,0,weekday
50.73,4,46467.495,2081.3675000000003,6929.9825,0.0,54539.96,9011.35,2019-01-04,2019,1,4,4,0,4,0,weekday
47.11,4,44589.73,2459.79,7190.3175,0.0,53682.6,9650.1075,2019-01-04,2019,1,4,4,1,4,0,weekday
47.07,4,43833.4025,3025.1000000000004,7913.355,0.0,53409.83,10938.455,2019-01-04,2019,1,4,4,2,4,0,weekday
46.94,4,44022.96,3575.695,9035.8825,0.0,55026.38,12611.5775,2019-01-04,2019,1,4,4,3,4,0,weekday
47.0,4,45032.6725,4131.68,10327.0425,0.0,57150.96,14458.7225,2019-01-04,2019,1,4,4,4,4,0,weekday
46.91,4,47330.7975,4486.6325,11747.19,0.0,60395.7,16233.8225,2019-01-04,2019,1,4,4,5,4,0,weekday
49.59,4,52121.8425,4573.96,13387.34,0.0,65184.14,17961.3,2019-01-04,2019,1,4,4,6,4,0,weekday
55.32,4,57085.1575,4546.35,14696.5975,0.0,68929.61,19242.9475,2019-01-04,2019,1,4,4,7,4,0,weekday
55.78,4,60225.125,4587.705,15850.2825,97.23,73272.95,20535.2175,2019-01-04,2019,1,4,4,8,4,0,weekday
55.52,4,61216.6,4596.49,16890.122499999998,697.1,74344.54,22183.7125,2019-01-04,2019,1,4,4,9,4,0,weekday
55.23,4,62046.2225,4578.1675,17980.787500000002,1458.8674999999998,74626.1,24017.8225,2019-01-04,2019,1,4,4,10,4,0,weekday
53.58,4,62606.49,4551.135,19068.2975,1890.4675,74958.41,25509.9,2019-01-04,2019,1,4,4,11,4,0,weekday
51.74,4,62232.1075,4518.2325,20089.9575,1924.2875,75188.15,26532.4775,2019-01-04,2019,1,4,4,12,4,0,weekday
51.6,4,60725.2525,4501.4225,20848.395,1596.1025,74332.67,26945.92,2019-01-04,2019,1,4,4,13,4,0,weekday
51.41,4,59435.5025,4504.3725,21222.53,985.915,74170.88,26712.8175,2019-01-04,2019,1,4,4,14,4,0,weekday
51.69,4,59378.7375,4494.485,21527.155,341.23,73680.7,26362.87,2019-01-04,2019,1,4,4,15,4,0,weekday
52.59,4,60812.3575,4499.345,21657.75,26.9125,73653.19,26184.0075,2019-01-04,2019,1,4,4,16,4,0,weekday
54.66,4,63279.66,4567.495,21623.0775,0.0,76481.27,26190.5725,2019-01-04,2019,1,4,4,17,4,0,weekday
54.1,4,62954.5525,4633.450000000001,21620.295,0.0,74754.49,26253.745,2019-01-04,2019,1,4,4,18,4,0,weekday
51.89,4,60930.7975,4658.3125,21757.5025,0.0,74124.35,26415.815,2019-01-04,2019,1,4,4,19,4,0,weekday
46.58,4,57351.0975,4616.6975,22080.825,0.0,71786.56,26697.5225,2019-01-04,2019,1,4,4,20,4,0,weekday
45.43,4,54659.095,4688.96,22471.05,0.0,68643.47,27160.01,2019-01-04,2019,1,4,4,21,4,0,weekday
43.96,4,52679.3925,4737.305,22411.445,0.0,66587.69,27148.75,2019-01-04,2019,1,4,4,22,4,0,weekday
43.96,4,48689.6475,4713.8,22934.275,0.0,64052.35,27648.075,2019-01-04,2019,1,4,4,23,4,0,weekday
26.9,4,47728.935,4079.3375,23779.6825,0.0,59250.62,27859.02,2019-01-05,2019,1,5,5,0,5,0,weekend
25.12,4,45997.5175,4014.6525,24648.4775,0.0,58596.05,28663.13,2019-01-05,2019,1,5,5,1,5,0,weekend
24.12,4,45149.84,3959.8475,25632.625,0.0,58757.18,29592.4725,2019-01-05,2019,1,5,5,2,5,0,weekend
22.04,4,45028.6725,3943.5575,26594.045,0.0,58661.35,30537.6025,2019-01-05,2019,1,5,5,3,5,0,weekend
18.37,4,45432.48,3955.8875,27282.85,0.0,59376.49,31238.7375,2019-01-05,2019,1,5,5,4,5,0,weekend
22.09,4,45147.405,3978.1225,27598.375,0.0,60496.59,31576.4975,2019-01-05,2019,1,5,5,5,5,0,weekend
23.35,4,45412.245,3993.3025,28088.0125,0.0,62228.38,32081.315,2019-01-05,2019,1,5,5,6,5,0,weekend
28.76,4,49140.025,3991.3075,27584.120000000003,0.0,64155.53,31575.4275,2019-01-05,2019,1,5,5,7,5,0,weekend
36.63,4,54418.23,3969.54,26354.13,58.765,66874.58,30382.435,2019-01-05,2019,1,5,5,8,5,0,weekend
40.46,4,57948.9175,3978.0725,24859.855,456.9425,68889.99,29294.87,2019-01-05,2019,1,5,5,9,5,0,weekend
45.85,4,59244.365,4014.925,23424.6825,961.04,69856.03,28400.6475,2019-01-05,2019,1,5,5,10,5,0,weekend
49.8,4,60174.8475,3933.2175,22088.835,1286.7775,69632.37,27308.83,2019-01-05,2019,1,5,5,11,5,0,weekend
51.36,4,59411.145,3784.58,20751.4775,1370.7624999999998,68720.69,25906.820000000003,2019-01-05,2019,1,5,5,12,5,0,weekend
51.74,4,57065.6675,3634.73,19498.48,1175.8375,66989.03,24309.0475,2019-01-05,2019,1,5,5,13,5,0,weekend
51.92,4,55671.2975,3490.61,18383.0975,722.8525,64871.25,22596.56,2019-01-05,2019,1,5,5,14,5,0,weekend
53.22,4,55803.8425,3358.9375,17287.002500000002,226.2075,63290.49,20872.147500000003,2019-01-05,2019,1,5,5,15,5,0,weekend
56.62,4,57096.185,3264.185,16343.895,12.4425,63997.71,19620.522500000003,2019-01-05,2019,1,5,5,16,5,0,weekend
56.92,4,59924.09,3434.255,15550.3325,0.0,65678.84,18984.5875,2019-01-05,2019,1,5,5,17,5,0,weekend
61.64,4,60060.675,4032.77,14809.0775,0.0,65395.28,18841.8475,2019-01-05,2019,1,5,5,18,5,0,weekend
59.44,4,57796.175,3902.34,13946.04,0.0,64535.92,17848.38,2019-01-05,2019,1,5,5,19,5,0,weekend
52.75,4,54602.8225,3781.8925,13081.38,0.0,61588.34,16863.2725,2019-01-05,2019,1,5,5,20,5,0,weekend
51.9,4,52655.23,3676.5375,12299.895,0.0,58028.87,15976.4325,2019-01-05,2019,1,5,5,21,5,0,weekend
51.38,4,51290.192500000005,3550.2325,11632.97,0.0,56103.03,15183.2025,2019-01-05,2019,1,5,5,22,5,0,weekend
51.38,4,48070.675,3451.9225,11140.6925,0.0,54348.53,14592.615,2019-01-05,2019,1,5,5,23,5,0,weekend
50.29,4,45710.6125,3379.6075,10267.9175,0.0,53073.61,13647.525,2019-01-06,2019,1,6,6,0,6,0,weekend
47.72,4,44124.0575,3267.3175,9742.1125,0.0,51683.48,13009.43,2019-01-06,2019,1,6,6,1,6,0,weekend
48.38,4,43241.495,3181.045,9447.9225,0.0,51862.92,12628.9675,2019-01-06,2019,1,6,6,2,6,0,weekend
48.02,4,42929.5025,3141.575,9202.62,0.0,50356.89,12344.195,2019-01-06,2019,1,6,6,3,6,0,weekend
44.23,4,43131.5225,3081.6925,8939.6425,0.0,48527.53,12021.335,2019-01-06,2019,1,6,6,4,6,0,weekend
47.17,4,42569.2,2912.18,8561.705,0.0,49577.44,11473.885,2019-01-06,2019,1,6,6,5,6,0,weekend
48.19,4,42029.555,2682.4525,8150.33,0.0,49929.35,10832.7825,2019-01-06,2019,1,6,6,6,6,0,weekend
49.11,4,43755.2675,2454.8475,7558.4875,0.0,51258.04,10013.335,2019-01-06,2019,1,6,6,7,6,0,weekend
50.44,4,46841.6975,2277.2775,6966.6375,89.6375,52651.91,9333.552500000002,2019-01-06,2019,1,6,6,8,6,0,weekend
53.4,4,50110.8575,2213.7125,6512.4875,740.095,54335.36,9466.295,2019-01-06,2019,1,6,6,9,6,0,weekend
56.55,4,51754.435,2210.395,6166.27,1628.495,56315.01,10005.16,2019-01-06,2019,1,6,6,10,6,0,weekend
60.02,4,54205.815,2234.7200000000003,5960.35,2221.42,58717.27,10416.49,2019-01-06,2019,1,6,6,11,6,0,weekend
60.22,4,53771.3075,2218.055,5881.81,2376.0275,59449.08,10475.8925,2019-01-06,2019,1,6,6,12,6,0,weekend
55.0,4,52196.85249999999,2164.97,5868.7975,2080.9125,57783.31,10114.68,2019-01-06,2019,1,6,6,13,6,0,weekend
52.39,4,50981.03,2091.1875,5954.6725,1369.2475,55997.22,9415.1075,2019-01-06,2019,1,6,6,14,6,0,weekend
51.57,4,51173.7075,1990.2725,6230.215,473.71,55637.53,8694.197499999998,2019-01-06,2019,1,6,6,15,6,0,weekend
54.71,4,52847.71,1886.2575,6626.325,28.85,56124.26,8541.4325,2019-01-06,2019,1,6,6,16,6,0,weekend
63.43,4,56014.925,1754.6925,6878.7025,0.0,59166.68,8633.395,2019-01-06,2019,1,6,6,17,6,0,weekend
67.37,4,56628.1075,1648.745,6956.9325,0.0,60614.99,8605.6775,2019-01-06,2019,1,6,6,18,6,0,weekend
67.2,4,54846.865,1588.8225,6957.0975,0.0,60645.37,8545.92,2019-01-06,2019,1,6,6,19,6,0,weekend
66.03,4,52758.9225,1500.225,6794.655,0.0,58840.15,8294.88,2019-01-06,2019,1,6,6,20,6,0,weekend
55.36,4,51323.7325,1452.1175,6665.57,0.0,55788.61,8117.6875,2019-01-06,2019,1,6,6,21,6,0,weekend
58.59,4,50769.855,1500.795,6622.245000000001,0.0,55522.26,8123.040000000001,2019-01-06,2019,1,6,6,22,6,0,weekend
58.59,4,47929.27,1635.1325,6695.549999999999,0.0,54636.32,8330.682499999999,2019-01-06,2019,1,6,6,23,6,0,weekend
46.03,4,45036.36,2574.9775,7354.8325,0.0,54197.06,9929.81,2019-01-07,2019,1,7,0,0,7,0,weekday
47.98,4,43587.8275,2534.9025,7580.8675,0.0,53424.01,10115.77,2019-01-07,2019,1,7,0,1,7,0,weekday
47.84,4,43086.64,2401.4975,8019.38,0.0,53219.46,10420.8775,2019-01-07,2019,1,7,0,2,7,0,weekday
46.11,4,43254.69,2174.68,8444.7525,0.0,52091.34,10619.4325,2019-01-07,2019,1,7,0,3,7,0,weekday
46.08,4,44829.2825,1924.5475,8750.619999999999,0.0,52983.84,10675.1675,2019-01-07,2019,1,7,0,4,7,0,weekday
47.62,4,48348.5225,1671.93,8802.575,0.0,55597.78,10474.505,2019-01-07,2019,1,7,0,5,7,0,weekday
55.77,4,55833.585,1403.8825,8809.5,0.0,61064.06,10213.3825,2019-01-07,2019,1,7,0,6,7,0,weekday
68.61,4,61319.5075,1194.64,8629.81,0.0,66205.74,9824.45,2019-01-07,2019,1,7,0,7,7,0,weekday
74.15,4,64093.685,1088.0575,8289.06,84.07499999999999,68909.48,9461.1925,2019-01-07,2019,1,7,0,8,7,0,weekday
74.93,4,64563.0975,1095.6625,8058.81,628.5775,69640.32,9783.05,2019-01-07,2019,1,7,0,9,7,0,weekday
73.59,4,65467.33,1454.735,7976.8525,1322.0975,70101.45,10753.685,2019-01-07,2019,1,7,0,10,7,0,weekday
71.23,4,66872.95,2255.1325,8349.0525,1773.9375,70993.36,12378.1225,2019-01-07,2019,1,7,0,11,7,0,weekday
68.79,4,66423.075,3212.37,9009.1575,1906.38,71466.49,14127.9075,2019-01-07,2019,1,7,0,12,7,0,weekday
66.75,4,65853.4525,4006.115,10039.445,1656.6275,72717.59,15702.1875,2019-01-07,2019,1,7,0,13,7,0,weekday
62.47,4,64829.8975,4305.1175,11466.44,1093.96,74469.71,16865.5175,2019-01-07,2019,1,7,0,14,7,0,weekday
53.25,4,64304.5175,4597.9025,12881.9425,424.835,74154.72,17904.68,2019-01-07,2019,1,7,0,15,7,0,weekday
53.26,4,63234.6525,4777.3575,15170.755,38.615,76310.8,19986.7275,2019-01-07,2019,1,7,0,16,7,0,weekday
53.42,4,64095.1975,4723.3025,17904.6875,0.0,79327.5,22627.99,2019-01-07,2019,1,7,0,17,7,0,weekday
47.91,4,64127.4275,4718.5025000000005,21013.955,0.0,80450.14,25732.457500000004,2019-01-07,2019,1,7,0,18,7,0,weekday
42.05,4,62887.61,4809.385,23746.56,0.0,79938.55,28555.945,2019-01-07,2019,1,7,0,19,7,0,weekday
40.96,4,60526.75,4881.2975,26497.3825,0.0,76391.48,31378.68,2019-01-07,2019,1,7,0,20,7,0,weekday
32.04,4,58439.8175,4937.5725,29174.235,0.0,72899.53,34111.8075,2019-01-07,2019,1,7,0,21,7,0,weekday
20.82,4,55906.9475,4971.685,30787.285,0.0,69484.58,35758.97,2019-01-07,2019,1,7,0,22,7,0,weekday
20.82,4,51777.36,4971.1125,31976.3925,0.0,68622.37,36947.505000000005,2019-01-07,2019,1,7,0,23,7,0,weekday
17.94,4,51986.7775,4520.875,32831.9675,0.0,64713.31,37352.8425,2019-01-08,2019,1,8,1,0,8,0,weekday
20.91,4,50304.0425,4396.9025,33236.832500000004,0.0,63768.32,37633.735,2019-01-08,2019,1,8,1,1,8,0,weekday
7.78,4,49716.505000000005,4379.085,33473.415,0.0,63458.71,37852.5,2019-01-08,2019,1,8,1,2,8,0,weekday
14.33,4,49982.69,4134.7075,33843.28,0.0,63851.59,37977.9875,2019-01-08,2019,1,8,1,3,8,0,weekday
18.56,4,51052.455,3871.4575,34549.8225,0.0,65113.39,38421.28,2019-01-08,2019,1,8,1,4,8,0,weekday
18.57,4,53776.07,3848.885,35347.045,0.0,67051.82,39195.93,2019-01-08,2019,1,8,1,5,8,0,weekday
35.81,4,60323.955,3957.4525,36682.7125,0.0,74534.81,40640.165,2019-01-08,2019,1,8,1,6,8,0,weekday
43.87,4,65668.575,4088.6175,37348.7875,0.0,79128.77,41437.405,2019-01-08,2019,1,8,1,7,8,0,weekday
46.93,4,68009.2875,4098.545,38011.5575,86.28,82599.03,42196.3825,2019-01-08,2019,1,8,1,8,8,0,weekday
43.88,4,68215.2475,3955.3375,38669.645,635.255,83579.83,43260.2375,2019-01-08,2019,1,8,1,9,8,0,weekday
43.85,4,68779.3125,3820.8725,39180.4275,1376.525,83654.95,44377.825,2019-01-08,2019,1,8,1,10,8,0,weekday
46.74,4,69551.89749999999,3559.87,39268.2,1935.1125,83400.64,44763.1825,2019-01-08,2019,1,8,1,11,8,0,weekday
43.94,4,69036.1825,3341.9525,39350.105,2262.155,82424.66,44954.2125,2019-01-08,2019,1,8,1,12,8,0,weekday
43.21,4,68471.69,3304.9700000000003,39219.1575,2114.9225,80839.07,44639.05,2019-01-08,2019,1,8,1,13,8,0,weekday
43.81,4,67609.1225,3428.9775,38992.505000000005,1479.7925,79676.78,43901.27500000001,2019-01-08,2019,1,8,1,14,8,0,weekday
45.6,4,67473.7825,3659.375,38803.7025,566.145,79540.68,43029.2225,2019-01-08,2019,1,8,1,15,8,0,weekday
35.21,4,68154.22,4008.3425,38665.8875,50.655,80029.16,42724.885,2019-01-08,2019,1,8,1,16,8,0,weekday
45.64,4,70431.74,4311.8325,38595.7725,0.0,82235.06,42907.605,2019-01-08,2019,1,8,1,17,8,0,weekday
45.63,4,70272.97,4276.2575,38320.815,0.0,82293.03,42597.0725,2019-01-08,2019,1,8,1,18,8,0,weekday
37.94,4,68293.305,4138.125,37831.87,0.0,80586.99,41969.995,2019-01-08,2019,1,8,1,19,8,0,weekday
39.53,4,64524.845,4180.405,37268.6425,0.0,76937.7,41449.0475,2019-01-08,2019,1,8,1,20,8,0,weekday
35.97,4,61248.3725,4229.1925,36643.0825,0.0,74849.39,40872.275,2019-01-08,2019,1,8,1,21,8,0,weekday
29.72,4,58989.6525,4521.66,35486.6975,0.0,72414.37,40008.3575,2019-01-08,2019,1,8,1,22,8,0,weekday
29.72,4,54645.8925,4523.1475,34950.5275,0.0,68776.77,39473.675,2019-01-08,2019,1,8,1,23,8,0,weekday
20.04,4,52533.0325,4772.2075,34442.7375,0.0,66180.57,39214.94500000001,2019-01-09,2019,1,9,2,0,9,0,weekday
7.24,4,50694.27,4776.8325,34049.78,0.0,65217.57,38826.6125,2019-01-09,2019,1,9,2,1,9,0,weekday
3.43,4,50028.0825,4816.092500000001,33650.6525,0.0,64862.37,38466.745,2019-01-09,2019,1,9,2,2,9,0,weekday
10.04,4,50232.192500000005,4854.76,33150.6325,0.0,64674.79,38005.3925,2019-01-09,2019,1,9,2,3,9,0,weekday
14.2,4,51417.93,4896.139999999999,32665.7225,0.0,64817.08,37561.8625,2019-01-09,2019,1,9,2,4,9,0,weekday
25.41,4,54066.185,4920.3575,32087.5125,0.0,66935.45,37007.87,2019-01-09,2019,1,9,2,5,9,0,weekday
36.98,4,60280.295,4949.585,32069.95,0.0,73144.73,37019.535,2019-01-09,2019,1,9,2,6,9,0,weekday
43.89,4,64754.4325,4975.13,31434.425,0.0,78140.01,36409.555,2019-01-09,2019,1,9,2,7,9,0,weekday
50.98,4,67012.2125,4982.49,30808.0225,93.68,80993.6,35884.1925,2019-01-09,2019,1,9,2,8,9,0,weekday
50.3,4,67877.21,4989.5975,30423.825,814.9350000000001,81329.45,36228.3575,2019-01-09,2019,1,9,2,9,9,0,weekday
50.21,4,68311.765,4991.735,30473.9425,1980.005,81424.99,37445.6825,2019-01-09,2019,1,9,2,10,9,0,weekday
45.8,4,69139.6375,4984.195,31122.78,2874.3875,81875.7,38981.3625,2019-01-09,2019,1,9,2,11,9,0,weekday
43.64,4,68903.1075,4979.2375,31702.37,3193.3,81558.3,39874.9075,2019-01-09,2019,1,9,2,12,9,0,weekday
43.49,4,68581.0075,4995.785,31627.2475,2842.6775,81223.74,39465.71,2019-01-09,2019,1,9,2,13,9,0,weekday
45.05,4,67756.4075,4993.27,30682.665,1963.76,79893.25,37639.695,2019-01-09,2019,1,9,2,14,9,0,weekday
49.95,4,67721.63500000001,4981.395,29459.465,823.805,78797.86,35264.665,2019-01-09,2019,1,9,2,15,9,0,weekday
53.82,4,68554.7025,4985.57,28394.24,76.69,80063.76,33456.5,2019-01-09,2019,1,9,2,16,9,0,weekday
55.94,4,70900.95,4950.46,27711.735,0.0,80614.45,32662.195,2019-01-09,2019,1,9,2,17,9,0,weekday
54.19,4,70938.555,4871.135,27041.9225,0.0,81425.61,31913.057500000003,2019-01-09,2019,1,9,2,18,9,0,weekday
54.19,4,68851.1625,4750.7625,26169.11,0.0,80155.57,30919.8725,2019-01-09,2019,1,9,2,19,9,0,weekday
52.98,4,65022.115000000005,4575.1025,24965.59,0.0,75993.77,29540.6925,2019-01-09,2019,1,9,2,20,9,0,weekday
51.68,4,61991.72,4354.5650000000005,23639.955,0.0,72712.85,27994.520000000004,2019-01-09,2019,1,9,2,21,9,0,weekday
48.95,4,59529.795,4159.32,21996.6225,0.0,68940.23,26155.9425,2019-01-09,2019,1,9,2,22,9,0,weekday
48.95,4,55626.035,3828.1725,20650.8125,0.0,66623.52,24478.985,2019-01-09,2019,1,9,2,23,9,0,weekday
