"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2022 03:00:00 - 01/01/2022 03:15:00","BZN|DE-LU","Sequence Sequence 2","13.86","",""
"01/01/2022 03:15:00 - 01/01/2022 03:30:00","BZN|DE-LU","Sequence Sequence 1","45.46","",""
"01/01/2022 03:15:00 - 01/01/2022 03:30:00","BZN|DE-LU","Sequence Sequence 2","0.82","",""
"01/01/2022 03:30:00 - 01/01/2022 03:45:00","BZN|DE-LU","Sequence Sequence 1","45.46","",""
"01/01/2022 03:30:00 - 01/01/2022 03:45:00","BZN|DE-LU","Sequence Sequence 2","9.91","",""
"01/01/2022 03:45:00 - 01/01/2022 04:00:00","BZN|DE-LU","Sequence Sequence 1","45.46","",""
"01/01/2022 03:45:00 - 01/01/2022 04:00:00","BZN|DE-LU","Sequence Sequence 2","12.44","",""
"01/01/2022 04:00:00 - 01/01/2022 04:15:00","BZN|DE-LU","Sequence Sequence 1","37.67","",""
"01/01/2022 04:00:00 - 01/01/2022 04:15:00","BZN|DE-LU","Sequence Sequence 2","-9.39","",""
"01/01/2022 04:15:00 - 01/01/2022 04:30:00","BZN|DE-LU","Sequence Sequence 1","37.67","",""
"01/01/2022 04:15:00 - 01/01/2022 04:30:00","BZN|DE-LU","Sequence Sequence 2","4.59","",""
"01/01/2022 04:30:00 - 01/01/2022 04:45:00","BZN|DE-LU","Sequence Sequence 1","37.67","",""
"01/01/2022 04:30:00 - 01/01/2022 04:45:00","BZN|DE-LU","Sequence Sequence 2","2.84","",""
"01/01/2022 04:45:00 - 01/01/2022 05:00:00","BZN|DE-LU","Sequence Sequence 1","37.67","",""
"01/01/2022 04:45:00 - 01/01/2022 05:00:00","BZN|DE-LU","Sequence Sequence 2","16.38","",""
"01/01/2022 05:00:00 - 01/01/2022 05:15:00","BZN|DE-LU","Sequence Sequence 1","39.70","",""
"01/01/2022 05:00:00 - 01/01/2022 05:15:00","BZN|DE-LU","Sequence Sequence 2","10.18","",""
"01/01/2022 05:15:00 - 01/01/2022 05:30:00","BZN|DE-LU","Sequence Sequence 1","39.70","",""
"01/01/2022 05:15:00 - 01/01/2022 05:30:00","BZN|DE-LU","Sequence Sequence 2","61.94","",""
"01/01/2022 05:30:00 - 01/01/2022 05:45:00","BZN|DE-LU","Sequence Sequence 1","39.70","",""
"01/01/2022 05:30:00 - 01/01/2022 05:45:00","BZN|DE-LU","Sequence Sequence 2","17.92","",""
"01/01/2022 05:45:00 - 01/01/2022 06:00:00","BZN|DE-LU","Sequence Sequence 1","39.70","",""
"01/01/2022 05:45:00 - 01/01/2022 06:00:00","BZN|DE-LU","Sequence Sequence 2","-26.40","",""
"01/01/2022 06:00:00 - 01/01/2022 06:15:00","BZN|DE-LU","Sequence Sequence 1","40.59","",""
"01/01/2022 06:00:00 - 01/01/2022 06:15:00","BZN|DE-LU","Sequence Sequence 2","-29.94","",""
"01/01/2022 06:15:00 - 01/01/2022 06:30:00","BZN|DE-LU","Sequence Sequence 1","40.59","",""
"01/01/2022 06:15:00 - 01/01/2022 06:30:00","BZN|DE-LU","Sequence Sequence 2","7.42","",""
"01/01/2022 06:30:00 - 01/01/2022 06:45:00","BZN|DE-LU","Sequence Sequence 1","40.59","",""
"01/01/2022 06:30:00 - 01/01/2022 06:45:00","BZN|DE-LU","Sequence Sequence 2","10.25","",""
"01/01/2022 06:45:00 - 01/01/2022 07:00:00","BZN|DE-LU","Sequence Sequence 1","40.59","",""
"01/01/2022 06:45:00 - 01/01/2022 07:00:00","BZN|DE-LU","Sequence Sequence 2","10.20","",""
"01/01/2022 07:00:00 - 01/01/2022 07:15:00","BZN|DE-LU","Sequence Sequence 1","43.26","",""
"01/01/2022 07:00:00 - 01/01/2022 07:15:00","BZN|DE-LU","Sequence Sequence 2","-68.55","",""
"01/01/2022 07:15:00 - 01/01/2022 07:30:00","BZN|DE-LU","Sequence Sequence 1","43.26","",""
"01/01/2022 07:15:00 - 01/01/2022 07:30:00","BZN|DE-LU","Sequence Sequence 2","-35.64","",""
"01/01/2022 07:30:00 - 01/01/2022 07:45:00","BZN|DE-LU","Sequence Sequence 1","43.26","",""
"01/01/2022 07:30:00 - 01/01/2022 07:45:00","BZN|DE-LU","Sequence Sequence 2","48.82","",""
"01/01/2022 07:45:00 - 01/01/2022 08:00:00","BZN|DE-LU","Sequence Sequence 1","43.26","",""
"01/01/2022 07:45:00 - 01/01/2022 08:00:00","BZN|DE-LU","Sequence Sequence 2","60.55","",""
"01/01/2022 08:00:00 - 01/01/2022 08:15:00","BZN|DE-LU","Sequence Sequence 1","49.66","",""
"01/01/2022 08:00:00 - 01/01/2022 08:15:00","BZN|DE-LU","Sequence Sequence 2","-149.99","",""
"01/01/2022 08:15:00 - 01/01/2022 08:30:00","BZN|DE-LU","Sequence Sequence 1","49.66","",""
"01/01/2022 08:15:00 - 01/01/2022 08:30:00","BZN|DE-LU","Sequence Sequence 2","-149.99","",""
"01/01/2022 08:30:00 - 01/01/2022 08:45:00","BZN|DE-LU","Sequence Sequence 1","49.66","",""
"01/01/2022 08:30:00 - 01/01/2022 08:45:00","BZN|DE-LU","Sequence Sequence 2","13.56","",""
"01/01/2022 08:45:00 - 01/01/2022 09:00:00","BZN|DE-LU","Sequence Sequence 1","49.66","",""
"01/01/2022 08:45:00 - 01/01/2022 09:00:00","BZN|DE-LU","Sequence Sequence 2","528.79","",""
"01/01/2022 09:00:00 - 01/01/2022 09:15:00","BZN|DE-LU","Sequence Sequence 1","70.05","",""
"01/01/2022 09:00:00 - 01/01/2022 09:15:00","BZN|DE-LU","Sequence Sequence 2","-24.55","",""
"01/01/2022 09:15:00 - 01/01/2022 09:30:00","BZN|DE-LU","Sequence Sequence 1","70.05","",""
"01/01/2022 09:15:00 - 01/01/2022 09:30:00","BZN|DE-LU","Sequence Sequence 2","57.42","",""
"01/01/2022 09:30:00 - 01/01/2022 09:45:00","BZN|DE-LU","Sequence Sequence 1","70.05","",""
"01/01/2022 09:30:00 - 01/01/2022 09:45:00","BZN|DE-LU","Sequence Sequence 2","107.38","",""
"01/01/2022 09:45:00 - 01/01/2022 10:00:00","BZN|DE-LU","Sequence Sequence 1","70.05","",""
"01/01/2022 09:45:00 - 01/01/2022 10:00:00","BZN|DE-LU","Sequence Sequence 2","133.77","",""
"01/01/2022 10:00:00 - 01/01/2022 10:15:00","BZN|DE-LU","Sequence Sequence 1","76.79","",""
"01/01/2022 10:00:00 - 01/01/2022 10:15:00","BZN|DE-LU","Sequence Sequence 2","3.47","",""
"01/01/2022 10:15:00 - 01/01/2022 10:30:00","BZN|DE-LU","Sequence Sequence 1","76.79","",""
"01/01/2022 10:15:00 - 01/01/2022 10:30:00","BZN|DE-LU","Sequence Sequence 2","72.12","",""
"01/01/2022 10:30:00 - 01/01/2022 10:45:00","BZN|DE-LU","Sequence Sequence 1","76.79","",""
"01/01/2022 10:30:00 - 01/01/2022 10:45:00","BZN|DE-LU","Sequence Sequence 2","120.75","",""
"01/01/2022 10:45:00 - 01/01/2022 11:00:00","BZN|DE-LU","Sequence Sequence 1","76.79","",""
"01/01/2022 10:45:00 - 01/01/2022 11:00:00","BZN|DE-LU","Sequence Sequence 2","77.30","",""
"01/01/2022 11:00:00 - 01/01/2022 11:15:00","BZN|DE-LU","Sequence Sequence 1","84.10","",""
"01/01/2022 11:00:00 - 01/01/2022 11:15:00","BZN|DE-LU","Sequence Sequence 2","-8.23","",""
"01/01/2022 11:15:00 - 01/01/2022 11:30:00","BZN|DE-LU","Sequence Sequence 1","84.10","",""
"01/01/2022 11:15:00 - 01/01/2022 11:30:00","BZN|DE-LU","Sequence Sequence 2","67.44","",""
"01/01/2022 11:30:00 - 01/01/2022 11:45:00","BZN|DE-LU","Sequence Sequence 1","84.10","",""
"01/01/2022 11:30:00 - 01/01/2022 11:45:00","BZN|DE-LU","Sequence Sequence 2","126.17","",""
"01/01/2022 11:45:00 - 01/01/2022 12:00:00","BZN|DE-LU","Sequence Sequence 1","84.10","",""
"01/01/2022 11:45:00 - 01/01/2022 12:00:00","BZN|DE-LU","Sequence Sequence 2","78.35","",""
"01/01/2022 12:00:00 - 01/01/2022 12:15:00","BZN|DE-LU","Sequence Sequence 1","94.74","",""
"01/01/2022 12:00:00 - 01/01/2022 12:15:00","BZN|DE-LU","Sequence Sequence 2","131.95","",""
"01/01/2022 12:15:00 - 01/01/2022 12:30:00","BZN|DE-LU","Sequence Sequence 1","94.74","",""
"01/01/2022 12:15:00 - 01/01/2022 12:30:00","BZN|DE-LU","Sequence Sequence 2","104.81","",""
"01/01/2022 12:30:00 - 01/01/2022 12:45:00","BZN|DE-LU","Sequence Sequence 1","94.74","",""
"01/01/2022 12:30:00 - 01/01/2022 12:45:00","BZN|DE-LU","Sequence Sequence 2","67.49","",""
"01/01/2022 12:45:00 - 01/01/2022 13:00:00","BZN|DE-LU","Sequence Sequence 1","94.74","",""
"01/01/2022 12:45:00 - 01/01/2022 13:00:00","BZN|DE-LU","Sequence Sequence 2","-17.50","",""
"01/01/2022 13:00:00 - 01/01/2022 13:15:00","BZN|DE-LU","Sequence Sequence 1","96.80","",""
"01/01/2022 13:00:00 - 01/01/2022 13:15:00","BZN|DE-LU","Sequence Sequence 2","127.09","",""
"01/01/2022 13:15:00 - 01/01/2022 13:30:00","BZN|DE-LU","Sequence Sequence 1","96.80","",""
"01/01/2022 13:15:00 - 01/01/2022 13:30:00","BZN|DE-LU","Sequence Sequence 2","109.22","",""
"01/01/2022 13:30:00 - 01/01/2022 13:45:00","BZN|DE-LU","Sequence Sequence 1","96.80","",""
"01/01/2022 13:30:00 - 01/01/2022 13:45:00","BZN|DE-LU","Sequence Sequence 2","68.09","",""
"01/01/2022 13:45:00 - 01/01/2022 14:00:00","BZN|DE-LU","Sequence Sequence 1","96.80","",""
"01/01/2022 13:45:00 - 01/01/2022 14:00:00","BZN|DE-LU","Sequence Sequence 2","7.56","",""
"01/01/2022 14:00:00 - 01/01/2022 14:15:00","BZN|DE-LU","Sequence Sequence 1","97.17","",""
"01/01/2022 14:00:00 - 01/01/2022 14:15:00","BZN|DE-LU","Sequence Sequence 2","102.75","",""
"01/01/2022 14:15:00 - 01/01/2022 14:30:00","BZN|DE-LU","Sequence Sequence 1","97.17","",""
"01/01/2022 14:15:00 - 01/01/2022 14:30:00","BZN|DE-LU","Sequence Sequence 2","71.56","",""
"01/01/2022 14:30:00 - 01/01/2022 14:45:00","BZN|DE-LU","Sequence Sequence 1","97.17","",""
"01/01/2022 14:30:00 - 01/01/2022 14:45:00","BZN|DE-LU","Sequence Sequence 2","69.24","",""
"01/01/2022 14:45:00 - 01/01/2022 15:00:00","BZN|DE-LU","Sequence Sequence 1","97.17","",""
"01/01/2022 14:45:00 - 01/01/2022 15:00:00","BZN|DE-LU","Sequence Sequence 2","46.58","",""
"01/01/2022 15:00:00 - 01/01/2022 15:15:00","BZN|DE-LU","Sequence Sequence 1","101.00","",""
"01/01/2022 15:00:00 - 01/01/2022 15:15:00","BZN|DE-LU","Sequence Sequence 2","55.64","",""
"01/01/2022 15:15:00 - 01/01/2022 15:30:00","BZN|DE-LU","Sequence Sequence 1","101.00","",""
"01/01/2022 15:15:00 - 01/01/2022 15:30:00","BZN|DE-LU","Sequence Sequence 2","108.20","",""
"01/01/2022 15:30:00 - 01/01/2022 15:45:00","BZN|DE-LU","Sequence Sequence 1","101.00","",""
"01/01/2022 15:30:00 - 01/01/2022 15:45:00","BZN|DE-LU","Sequence Sequence 2","103.46","",""
"01/01/2022 15:45:00 - 01/01/2022 16:00:00","BZN|DE-LU","Sequence Sequence 1","101.00","",""
"01/01/2022 15:45:00 - 01/01/2022 16:00:00","BZN|DE-LU","Sequence Sequence 2","77.90","",""
"01/01/2022 16:00:00 - 01/01/2022 16:15:00","BZN|DE-LU","Sequence Sequence 1","126.60","",""
"01/01/2022 16:00:00 - 01/01/2022 16:15:00","BZN|DE-LU","Sequence Sequence 2","6.64","",""
"01/01/2022 16:15:00 - 01/01/2022 16:30:00","BZN|DE-LU","Sequence Sequence 1","126.60","",""
"01/01/2022 16:15:00 - 01/01/2022 16:30:00","BZN|DE-LU","Sequence Sequence 2","63.45","",""
"01/01/2022 16:30:00 - 01/01/2022 16:45:00","BZN|DE-LU","Sequence Sequence 1","126.60","",""
"01/01/2022 16:30:00 - 01/01/2022 16:45:00","BZN|DE-LU","Sequence Sequence 2","98.52","",""
"01/01/2022 16:45:00 - 01/01/2022 17:00:00","BZN|DE-LU","Sequence Sequence 1","126.60","",""
"01/01/2022 16:45:00 - 01/01/2022 17:00:00","BZN|DE-LU","Sequence Sequence 2","269.87","",""
"01/01/2022 17:00:00 - 01/01/2022 17:15:00","BZN|DE-LU","Sequence Sequence 1","149.97","",""
"01/01/2022 17:00:00 - 01/01/2022 17:15:00","BZN|DE-LU","Sequence Sequence 2","-144.94","",""
"01/01/2022 17:15:00 - 01/01/2022 17:30:00","BZN|DE-LU","Sequence Sequence 1","149.97","",""
"01/01/2022 17:15:00 - 01/01/2022 17:30:00","BZN|DE-LU","Sequence Sequence 2","-99.94","",""
"01/01/2022 17:30:00 - 01/01/2022 17:45:00","BZN|DE-LU","Sequence Sequence 1","149.97","",""
"01/01/2022 17:30:00 - 01/01/2022 17:45:00","BZN|DE-LU","Sequence Sequence 2","75.26","",""
"01/01/2022 17:45:00 - 01/01/2022 18:00:00","BZN|DE-LU","Sequence Sequence 1","149.97","",""
"01/01/2022 17:45:00 - 01/01/2022 18:00:00","BZN|DE-LU","Sequence Sequence 2","679.53","",""
"01/01/2022 18:00:00 - 01/01/2022 18:15:00","BZN|DE-LU","Sequence Sequence 1","146.33","",""
"01/01/2022 18:00:00 - 01/01/2022 18:15:00","BZN|DE-LU","Sequence Sequence 2","82.66","",""
"01/01/2022 18:15:00 - 01/01/2022 18:30:00","BZN|DE-LU","Sequence Sequence 1","146.33","",""
"01/01/2022 18:15:00 - 01/01/2022 18:30:00","BZN|DE-LU","Sequence Sequence 2","129.66","",""
"01/01/2022 18:30:00 - 01/01/2022 18:45:00","BZN|DE-LU","Sequence Sequence 1","146.33","",""
"01/01/2022 18:30:00 - 01/01/2022 18:45:00","BZN|DE-LU","Sequence Sequence 2","181.06","",""
"01/01/2022 18:45:00 - 01/01/2022 19:00:00","BZN|DE-LU","Sequence Sequence 1","146.33","",""
"01/01/2022 18:45:00 - 01/01/2022 19:00:00","BZN|DE-LU","Sequence Sequence 2","121.52","",""
"01/01/2022 19:00:00 - 01/01/2022 19:15:00","BZN|DE-LU","Sequence Sequence 1","140.28","",""
"01/01/2022 19:00:00 - 01/01/2022 19:15:00","BZN|DE-LU","Sequence Sequence 2","95.86","",""
"01/01/2022 19:15:00 - 01/01/2022 19:30:00","BZN|DE-LU","Sequence Sequence 1","140.28","",""
"01/01/2022 19:15:00 - 01/01/2022 19:30:00","BZN|DE-LU","Sequence Sequence 2","127.01","",""
"01/01/2022 19:30:00 - 01/01/2022 19:45:00","BZN|DE-LU","Sequence Sequence 1","140.28","",""
"01/01/2022 19:30:00 - 01/01/2022 19:45:00","BZN|DE-LU","Sequence Sequence 2","114.57","",""
"01/01/2022 19:45:00 - 01/01/2022 20:00:00","BZN|DE-LU","Sequence Sequence 1","140.28","",""
"01/01/2022 19:45:00 - 01/01/2022 20:00:00","BZN|DE-LU","Sequence Sequence 2","75.51","",""
"01/01/2022 20:00:00 - 01/01/2022 20:15:00","BZN|DE-LU","Sequence Sequence 1","121.88","",""
"01/01/2022 20:00:00 - 01/01/2022 20:15:00","BZN|DE-LU","Sequence Sequence 2","692.19","",""
"01/01/2022 20:15:00 - 01/01/2022 20:30:00","BZN|DE-LU","Sequence Sequence 1","121.88","",""
"01/01/2022 20:15:00 - 01/01/2022 20:30:00","BZN|DE-LU","Sequence Sequence 2","70.84","",""
"01/01/2022 20:30:00 - 01/01/2022 20:45:00","BZN|DE-LU","Sequence Sequence 1","121.88","",""
"01/01/2022 20:30:00 - 01/01/2022 20:45:00","BZN|DE-LU","Sequence Sequence 2","-149.99","",""
"01/01/2022 20:45:00 - 01/01/2022 21:00:00","BZN|DE-LU","Sequence Sequence 1","121.88","",""
"01/01/2022 20:45:00 - 01/01/2022 21:00:00","BZN|DE-LU","Sequence Sequence 2","-144.93","",""
"01/01/2022 21:00:00 - 01/01/2022 21:15:00","BZN|DE-LU","Sequence Sequence 1","102.61","",""
"01/01/2022 21:00:00 - 01/01/2022 21:15:00","BZN|DE-LU","Sequence Sequence 2","115.10","",""
"01/01/2022 21:15:00 - 01/01/2022 21:30:00","BZN|DE-LU","Sequence Sequence 1","102.61","",""
"01/01/2022 21:15:00 - 01/01/2022 21:30:00","BZN|DE-LU","Sequence Sequence 2","172.86","",""
"01/01/2022 21:30:00 - 01/01/2022 21:45:00","BZN|DE-LU","Sequence Sequence 1","102.61","",""
"01/01/2022 21:30:00 - 01/01/2022 21:45:00","BZN|DE-LU","Sequence Sequence 2","67.18","",""
"01/01/2022 21:45:00 - 01/01/2022 22:00:00","BZN|DE-LU","Sequence Sequence 1","102.61","",""
"01/01/2022 21:45:00 - 01/01/2022 22:00:00","BZN|DE-LU","Sequence Sequence 2","7.29","",""
"01/01/2022 22:00:00 - 01/01/2022 22:15:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 22:00:00 - 01/01/2022 22:15:00","BZN|DE-LU","Sequence Sequence 2","360.84","",""
"01/01/2022 22:15:00 - 01/01/2022 22:30:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 22:15:00 - 01/01/2022 22:30:00","BZN|DE-LU","Sequence Sequence 2","63.96","",""
"01/01/2022 22:30:00 - 01/01/2022 22:45:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 22:30:00 - 01/01/2022 22:45:00","BZN|DE-LU","Sequence Sequence 2","-36.13","",""
"01/01/2022 22:45:00 - 01/01/2022 23:00:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 22:45:00 - 01/01/2022 23:00:00","BZN|DE-LU","Sequence Sequence 2","-18.94","",""
"01/01/2022 23:00:00 - 01/01/2022 23:15:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 23:00:00 - 01/01/2022 23:15:00","BZN|DE-LU","Sequence Sequence 2","488.32","",""
"01/01/2022 23:15:00 - 01/01/2022 23:30:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 23:15:00 - 01/01/2022 23:30:00","BZN|DE-LU","Sequence Sequence 2","60.36","",""
"01/01/2022 23:30:00 - 01/01/2022 23:45:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 23:30:00 - 01/01/2022 23:45:00","BZN|DE-LU","Sequence Sequence 2","-108.20","",""
"01/01/2022 23:45:00 - 02/01/2022 00:00:00","BZN|DE-LU","Sequence Sequence 1","97.46","",""
"01/01/2022 23:45:00 - 02/01/2022 00:00:00","BZN|DE-LU","Sequence Sequence 2","-108.20","",""
"02/01/2022 00:00:00 - 02/01/2022 00:15:00","BZN|DE-LU","Sequence Sequence 1","57.08","",""
"02/01/2022 00:00:00 - 02/01/2022 00:15:00","BZN|DE-LU","Sequence Sequence 2","164.36","",""
"02/01/2022 00:15:00 - 02/01/2022 00:30:00","BZN|DE-LU","Sequence Sequence 1","57.08","",""
"02/01/2022 00:15:00 - 02/01/2022 00:30:00","BZN|DE-LU","Sequence Sequence 2","117.55","",""
"02/01/2022 00:30:00 - 02/01/2022 00:45:00","BZN|DE-LU","Sequence Sequence 1","57.08","",""
"02/01/2022 00:30:00 - 02/01/2022 00:45:00","BZN|DE-LU","Sequence Sequence 2","-110.82","",""
"02/01/2022 00:45:00 - 02/01/2022 01:00:00","BZN|DE-LU","Sequence Sequence 1","57.08","",""
"02/01/2022 00:45:00 - 02/01/2022 01:00:00","BZN|DE-LU","Sequence Sequence 2","44.91","",""
"02/01/2022 01:00:00 - 02/01/2022 01:15:00","BZN|DE-LU","Sequence Sequence 1","52.59","",""
"02/01/2022 01:00:00 - 02/01/2022 01:15:00","BZN|DE-LU","Sequence Sequence 2","100.90","",""
"02/01/2022 01:15:00 - 02/01/2022 01:30:00","BZN|DE-LU","Sequence Sequence 1","52.59","",""
"02/01/2022 01:15:00 - 02/01/2022 01:30:00","BZN|DE-LU","Sequence Sequence 2","110.66","",""
"02/01/2022 01:30:00 - 02/01/2022 01:45:00","BZN|DE-LU","Sequence Sequence 1","52.59","",""
"02/01/2022 01:30:00 - 02/01/2022 01:45:00","BZN|DE-LU","Sequence Sequence 2","-65.83","",""
"02/01/2022 01:45:00 - 02/01/2022 02:00:00","BZN|DE-LU","Sequence Sequence 1","52.59","",""
"02/01/2022 01:45:00 - 02/01/2022 02:00:00","BZN|DE-LU","Sequence Sequence 2","18.27","",""
"02/01/2022 02:00:00 - 02/01/2022 02:15:00","BZN|DE-LU","Sequence Sequence 1","48.97","",""
"02/01/2022 02:00:00 - 02/01/2022 02:15:00","BZN|DE-LU","Sequence Sequence 2","128.12","",""
"02/01/2022 02:15:00 - 02/01/2022 02:30:00","BZN|DE-LU","Sequence Sequence 1","48.97","",""
"02/01/2022 02:15:00 - 02/01/2022 02:30:00","BZN|DE-LU","Sequence Sequence 2","111.21","",""
"02/01/2022 02:30:00 - 02/01/2022 02:45:00","BZN|DE-LU","Sequence Sequence 1","48.97","",""
"02/01/2022 02:30:00 - 02/01/2022 02:45:00","BZN|DE-LU","Sequence Sequence 2","-99.96","",""
"02/01/2022 02:45:00 - 02/01/2022 03:00:00","BZN|DE-LU","Sequence Sequence 1","48.97","",""
"02/01/2022 02:45:00 - 02/01/2022 03:00:00","BZN|DE-LU","Sequence Sequence 2","47.43","",""
"02/01/2022 03:00:00 - 02/01/2022 03:15:00","BZN|DE-LU","Sequence Sequence 1","34.94","",""
"02/01/2022 03:00:00 - 02/01/2022 03:15:00","BZN|DE-LU","Sequence Sequence 2","85.31","",""
"02/01/2022 03:15:00 - 02/01/2022 03:30:00","BZN|DE-LU","Sequence Sequence 1","34.94","",""
"02/01/2022 03:15:00 - 02/01/2022 03:30:00","BZN|DE-LU","Sequence Sequence 2","37.95","",""
"02/01/2022 03:30:00 - 02/01/2022 03:45:00","BZN|DE-LU","Sequence Sequence 1","34.94","",""
"02/01/2022 03:30:00 - 02/01/2022 03:45:00","BZN|DE-LU","Sequence Sequence 2","-20.15","",""
"02/01/2022 03:45:00 - 02/01/2022 04:00:00","BZN|DE-LU","Sequence Sequence 1","34.94","",""
"02/01/2022 03:45:00 - 02/01/2022 04:00:00","BZN|DE-LU","Sequence Sequence 2","33.33","",""
"02/01/2022 04:00:00 - 02/01/2022 04:15:00","BZN|DE-LU","Sequence Sequence 1","29.56","",""
"02/01/2022 04:00:00 - 02/01/2022 04:15:00","BZN|DE-LU","Sequence Sequence 2","11.98","",""
"02/01/2022 04:15:00 - 02/01/2022 04:30:00","BZN|DE-LU","Sequence Sequence 1","29.56","",""
"02/01/2022 04:15:00 - 02/01/2022 04:30:00","BZN|DE-LU","Sequence Sequence 2","0.13","",""
"02/01/2022 04:30:00 - 02/01/2022 04:45:00","BZN|DE-LU","Sequence Sequence 1","29.56","",""
"02/01/2022 04:30:00 - 02/01/2022 04:45:00","BZN|DE-LU","Sequence Sequence 2","54.91","",""
"02/01/2022 04:45:00 - 02/01/2022 05:00:00","BZN|DE-LU","Sequence Sequence 1","29.56","",""
"02/01/2022 04:45:00 - 02/01/2022 05:00:00","BZN|DE-LU","Sequence Sequence 2","37.40","",""
"02/01/2022 05:00:00 - 02/01/2022 05:15:00","BZN|DE-LU","Sequence Sequence 1","33.97","",""
"02/01/2022 05:00:00 - 02/01/2022 05:15:00","BZN|DE-LU","Sequence Sequence 2","62.65","",""
"02/01/2022 05:15:00 - 02/01/2022 05:30:00","BZN|DE-LU","Sequence Sequence 1","33.97","",""
"02/01/2022 05:15:00 - 02/01/2022 05:30:00","BZN|DE-LU","Sequence Sequence 2","64.97","",""
"02/01/2022 05:30:00 - 02/01/2022 05:45:00","BZN|DE-LU","Sequence Sequence 1","33.97","",""
"02/01/2022 05:30:00 - 02/01/2022 05:45:00","BZN|DE-LU","Sequence Sequence 2","47.54","",""
"02/01/2022 05:45:00 - 02/01/2022 06:00:00","BZN|DE-LU","Sequence Sequence 1","33.97","",""
"02/01/2022 05:45:00 - 02/01/2022 06:00:00","BZN|DE-LU","Sequence Sequence 2","-93.63","",""
"02/01/2022 06:00:00 - 02/01/2022 06:15:00","BZN|DE-LU","Sequence Sequence 1","34.52","",""
"02/01/2022 06:00:00 - 02/01/2022 06:15:00","BZN|DE-LU","Sequence Sequence 2","38.87","",""
